datetime,simulationProfile,simulationLevel,simulationInfo,assessmentInfo
20210826T113040,"Foxtrot","ExamHover","",""
time,positionX,positionY,positionZ,attitudeX,attitudeY,attitudeZ,velocityX,velocityY,velocityZ,reference,obstacle,score[]
30.210,1.619,-0.590,1.335,-0.687,-3.732,-169.314,-0.005,-0.008,0.002,2.940,0,
30.227,1.619,-0.590,1.335,-0.685,-3.733,-169.298,-0.005,-0.008,0.002,2.941,0,
30.243,1.619,-0.590,1.335,-0.683,-3.733,-169.283,-0.005,-0.008,0.002,2.941,0,
30.260,1.619,-0.590,1.335,-0.681,-3.734,-169.268,-0.005,-0.008,0.002,2.941,0,
30.277,1.619,-0.590,1.335,-0.679,-3.735,-169.252,-0.005,-0.008,0.002,2.941,0,
30.293,1.619,-0.590,1.335,-0.676,-3.735,-169.237,-0.005,-0.008,0.002,2.941,0,
30.310,1.619,-0.590,1.335,-0.674,-3.736,-169.221,-0.005,-0.008,0.002,2.941,0,
30.327,1.619,-0.591,1.335,-0.672,-3.737,-169.206,-0.005,-0.008,0.002,2.941,0,
30.343,1.618,-0.591,1.335,-0.677,-3.736,-169.093,-0.005,-0.008,0.002,2.941,0,
30.360,1.619,-0.591,1.336,-0.692,-3.734,-168.847,-0.014,-0.006,-0.004,2.941,0,
30.377,1.619,-0.591,1.336,-0.706,-3.732,-168.602,0.011,-0.004,0.012,2.941,0,
30.393,1.619,-0.591,1.336,-0.721,-3.729,-168.356,0.000,-0.003,0.005,2.941,0,
30.410,1.619,-0.591,1.336,-0.735,-3.727,-168.111,0.000,-0.003,0.005,2.941,0,
30.427,1.619,-0.591,1.336,-0.750,-3.725,-167.865,0.000,-0.003,0.005,2.941,0,
30.443,1.619,-0.591,1.336,-0.764,-3.722,-167.619,0.000,-0.003,0.005,2.941,0,
30.460,1.619,-0.591,1.336,-0.779,-3.719,-167.374,0.000,-0.003,0.005,2.941,0,
30.477,1.619,-0.591,1.336,-0.794,-3.717,-167.128,0.000,-0.003,0.005,2.941,0,
30.493,1.619,-0.591,1.336,-0.808,-3.714,-166.883,0.000,-0.003,0.005,2.941,0,
30.510,1.619,-0.591,1.336,-0.823,-3.711,-166.637,0.000,-0.003,0.005,2.941,0,
30.527,1.619,-0.591,1.336,-0.837,-3.708,-166.391,0.000,-0.003,0.005,2.941,0,
30.543,1.619,-0.591,1.336,-0.852,-3.706,-166.146,0.000,-0.003,0.005,2.941,0,
30.560,1.619,-0.591,1.336,-0.866,-3.703,-165.900,0.000,-0.003,0.005,2.941,0,
30.577,1.619,-0.591,1.337,-0.880,-3.700,-165.655,0.000,-0.003,0.005,2.941,0,
30.593,1.618,-0.591,1.336,-0.914,-3.691,-165.114,0.000,-0.003,0.005,2.942,0,
30.610,1.619,-0.591,1.337,-0.970,-3.675,-164.238,-0.012,-0.002,-0.003,2.941,0,
30.627,1.619,-0.592,1.337,-1.025,-3.658,-163.362,0.009,-0.002,0.009,2.941,0,
30.643,1.619,-0.592,1.337,-1.080,-3.640,-162.485,-0.002,-0.002,0.003,2.942,0,
30.660,1.619,-0.592,1.337,-1.135,-3.622,-161.609,-0.002,-0.002,0.003,2.942,0,
30.677,1.619,-0.592,1.337,-1.190,-3.602,-160.732,-0.002,-0.002,0.003,2.942,0,
30.693,1.619,-0.592,1.337,-1.244,-3.582,-159.856,-0.002,-0.002,0.003,2.942,0,
30.710,1.618,-0.592,1.337,-1.298,-3.561,-158.980,-0.002,-0.002,0.003,2.942,0,
30.727,1.618,-0.592,1.337,-1.351,-3.539,-158.104,-0.002,-0.002,0.003,2.942,0,
30.743,1.618,-0.592,1.337,-1.405,-3.517,-157.228,-0.002,-0.002,0.003,2.942,0,
30.760,1.618,-0.592,1.337,-1.458,-3.493,-156.352,-0.002,-0.002,0.003,2.942,0,
30.777,1.618,-0.592,1.337,-1.510,-3.469,-155.475,-0.002,-0.002,0.003,2.942,0,
30.793,1.618,-0.592,1.337,-1.562,-3.444,-154.599,-0.002,-0.002,0.003,2.942,0,
30.810,1.618,-0.592,1.337,-1.614,-3.418,-153.723,-0.002,-0.002,0.003,2.942,0,
30.827,1.618,-0.592,1.337,-1.665,-3.392,-152.848,-0.002,-0.002,0.003,2.942,0,
30.843,1.618,-0.592,1.337,-1.714,-3.365,-151.992,-0.002,-0.002,0.003,2.942,0,
30.860,1.618,-0.592,1.337,-1.756,-3.338,-151.184,-0.009,-0.001,-0.002,2.942,0,
30.877,1.618,-0.592,1.337,-1.798,-3.311,-150.376,-0.005,0.001,0.004,2.942,0,
30.893,1.618,-0.592,1.337,-1.839,-3.283,-149.568,-0.011,0.002,0.000,2.942,0,
30.910,1.618,-0.592,1.337,-1.880,-3.255,-148.761,-0.011,0.002,0.000,2.943,0,
30.926,1.617,-0.592,1.337,-1.921,-3.226,-147.953,-0.011,0.002,0.000,2.943,0,
30.943,1.617,-0.592,1.337,-1.961,-3.196,-147.145,-0.011,0.002,0.000,2.943,0,
30.960,1.617,-0.592,1.337,-2.001,-3.166,-146.338,-0.011,0.002,0.000,2.943,0,
30.976,1.617,-0.592,1.337,-2.041,-3.135,-145.530,-0.011,0.002,0.000,2.943,0,
30.993,1.617,-0.592,1.337,-2.080,-3.104,-144.723,-0.011,0.002,0.000,2.943,0,
31.010,1.616,-0.592,1.337,-2.118,-3.073,-143.915,-0.011,0.002,0.000,2.944,0,
31.026,1.616,-0.592,1.337,-2.156,-3.040,-143.108,-0.011,0.002,0.000,2.944,0,
31.043,1.616,-0.592,1.337,-2.194,-3.008,-142.300,-0.011,0.002,0.000,2.944,0,
31.060,1.616,-0.592,1.337,-2.231,-2.974,-141.493,-0.011,0.002,0.000,2.944,0,
31.076,1.616,-0.591,1.337,-2.268,-2.940,-140.686,-0.011,0.002,0.000,2.944,0,
31.093,1.615,-0.591,1.337,-2.299,-2.910,-140.045,-0.011,0.002,0.000,2.945,0,
31.110,1.615,-0.592,1.337,-2.321,-2.886,-139.672,-0.018,0.002,-0.006,2.945,0,
31.126,1.615,-0.592,1.337,-2.343,-2.861,-139.298,-0.010,-0.006,0.004,2.945,0,
31.143,1.615,-0.592,1.337,-2.365,-2.837,-138.925,-0.015,-0.004,-0.001,2.945,0,
31.160,1.615,-0.592,1.337,-2.386,-2.812,-138.551,-0.015,-0.004,-0.001,2.946,0,
31.176,1.614,-0.592,1.337,-2.408,-2.787,-138.178,-0.015,-0.004,-0.001,2.946,0,
31.193,1.614,-0.592,1.337,-2.429,-2.762,-137.804,-0.015,-0.004,-0.001,2.946,0,
31.210,1.614,-0.592,1.337,-2.450,-2.737,-137.431,-0.015,-0.004,-0.001,2.946,0,
31.226,1.614,-0.592,1.337,-2.471,-2.712,-137.057,-0.015,-0.004,-0.001,2.947,0,
31.243,1.613,-0.592,1.337,-2.492,-2.686,-136.684,-0.015,-0.004,-0.001,2.947,0,
31.260,1.613,-0.592,1.337,-2.513,-2.661,-136.310,-0.015,-0.004,-0.001,2.947,0,
31.276,1.613,-0.592,1.337,-2.533,-2.635,-135.937,-0.015,-0.004,-0.001,2.947,0,
31.293,1.612,-0.592,1.337,-2.554,-2.609,-135.564,-0.015,-0.004,-0.001,2.948,0,
31.310,1.612,-0.592,1.337,-2.574,-2.583,-135.190,-0.015,-0.004,-0.001,2.948,0,
31.326,1.612,-0.592,1.337,-2.594,-2.557,-134.817,-0.015,-0.004,-0.001,2.948,0,
31.343,1.612,-0.592,1.337,-2.611,-2.533,-134.476,-0.015,-0.004,-0.001,2.948,0,
31.360,1.611,-0.593,1.337,-2.621,-2.517,-134.237,-0.019,-0.004,-0.005,2.949,0,
31.376,1.611,-0.593,1.337,-2.631,-2.501,-133.998,-0.011,-0.010,0.004,2.949,0,
31.393,1.611,-0.593,1.337,-2.641,-2.485,-133.759,-0.015,-0.009,-0.001,2.949,0,
31.410,1.611,-0.593,1.337,-2.650,-2.469,-133.520,-0.015,-0.009,-0.001,2.950,0,
31.426,1.610,-0.593,1.337,-2.660,-2.453,-133.282,-0.015,-0.009,-0.000,2.950,0,
31.443,1.610,-0.593,1.337,-2.670,-2.437,-133.043,-0.015,-0.009,-0.001,2.950,0,
31.460,1.610,-0.594,1.337,-2.679,-2.420,-132.804,-0.015,-0.009,-0.001,2.950,0,
31.476,1.610,-0.594,1.337,-2.689,-2.404,-132.565,-0.015,-0.009,-0.000,2.951,0,
31.493,1.609,-0.594,1.337,-2.698,-2.388,-132.326,-0.015,-0.009,-0.001,2.951,0,
31.510,1.609,-0.594,1.337,-2.707,-2.371,-132.087,-0.015,-0.009,-0.000,2.951,0,
31.526,1.609,-0.594,1.337,-2.716,-2.355,-131.848,-0.015,-0.009,-0.001,2.951,0,
31.543,1.609,-0.594,1.337,-2.726,-2.338,-131.610,-0.015,-0.009,-0.001,2.952,0,
31.560,1.608,-0.594,1.337,-2.735,-2.322,-131.371,-0.015,-0.009,-0.000,2.952,0,
31.576,1.608,-0.595,1.337,-2.744,-2.306,-131.132,-0.015,-0.009,-0.001,2.952,0,
31.593,1.608,-0.595,1.337,-2.748,-2.295,-131.001,-0.015,-0.009,-0.001,2.953,0,
31.610,1.608,-0.595,1.337,-2.745,-2.297,-131.068,-0.017,-0.009,-0.002,2.953,0,
31.626,1.608,-0.595,1.337,-2.742,-2.298,-131.136,-0.012,-0.009,0.000,2.953,0,
31.643,1.607,-0.595,1.337,-2.738,-2.300,-131.203,-0.013,-0.009,-0.001,2.953,0,
31.660,1.607,-0.595,1.337,-2.735,-2.301,-131.271,-0.013,-0.009,-0.001,2.954,0,
31.676,1.607,-0.595,1.337,-2.732,-2.303,-131.338,-0.013,-0.009,-0.001,2.954,0,
31.693,1.607,-0.596,1.337,-2.729,-2.304,-131.406,-0.013,-0.009,-0.001,2.954,0,
31.710,1.606,-0.596,1.337,-2.725,-2.306,-131.473,-0.013,-0.009,-0.001,2.954,0,
31.726,1.606,-0.596,1.337,-2.722,-2.307,-131.541,-0.013,-0.009,-0.001,2.955,0,
31.743,1.606,-0.596,1.337,-2.719,-2.309,-131.608,-0.013,-0.009,-0.001,2.955,0,
31.760,1.606,-0.596,1.337,-2.715,-2.310,-131.676,-0.013,-0.009,-0.001,2.955,0,
31.776,1.606,-0.596,1.337,-2.712,-2.312,-131.743,-0.013,-0.009,-0.001,2.955,0,
31.793,1.605,-0.597,1.337,-2.709,-2.313,-131.811,-0.013,-0.009,-0.001,2.956,0,
31.810,1.605,-0.597,1.336,-2.706,-2.315,-131.878,-0.013,-0.009,-0.001,2.956,0,
31.826,1.605,-0.597,1.336,-2.702,-2.316,-131.946,-0.013,-0.009,-0.001,2.956,0,
31.843,1.605,-0.597,1.336,-2.699,-2.318,-132.013,-0.013,-0.009,-0.001,2.956,0,
31.860,1.604,-0.597,1.336,-2.694,-2.325,-132.175,-0.013,-0.009,-0.001,2.956,0,
31.876,1.604,-0.597,1.336,-2.688,-2.333,-132.341,-0.009,-0.008,-0.000,2.957,0,
31.893,1.604,-0.597,1.336,-2.682,-2.341,-132.506,-0.008,-0.007,0.000,2.957,0,
31.910,1.604,-0.597,1.336,-2.677,-2.348,-132.671,-0.008,-0.007,0.000,2.957,0,
31.926,1.604,-0.598,1.336,-2.671,-2.356,-132.837,-0.008,-0.007,0.000,2.957,0,
31.943,1.604,-0.598,1.336,-2.665,-2.363,-133.002,-0.008,-0.007,0.000,2.957,0,
31.960,1.604,-0.598,1.336,-2.660,-2.371,-133.167,-0.008,-0.007,0.000,2.957,0,
31.976,1.604,-0.598,1.336,-2.654,-2.379,-133.333,-0.008,-0.007,0.000,2.958,0,
31.993,1.603,-0.598,1.336,-2.648,-2.386,-133.498,-0.008,-0.007,0.000,2.958,0,
32.010,1.603,-0.598,1.336,-2.643,-2.394,-133.663,-0.008,-0.007,0.000,2.958,0,
32.026,1.603,-0.598,1.336,-2.637,-2.401,-133.829,-0.008,-0.007,0.000,2.958,0,
32.043,1.603,-0.598,1.337,-2.631,-2.409,-133.994,-0.008,-0.007,0.000,2.958,0,
32.060,1.603,-0.599,1.337,-2.625,-2.416,-134.159,-0.008,-0.007,0.000,2.958,0,
32.076,1.603,-0.599,1.337,-2.620,-2.424,-134.325,-0.008,-0.007,0.000,2.958,0,
32.093,1.603,-0.599,1.337,-2.614,-2.431,-134.490,-0.008,-0.007,0.000,2.959,0,
32.110,1.602,-0.599,1.337,-2.618,-2.422,-134.359,-0.008,-0.007,0.000,2.959,0,
32.126,1.602,-0.599,1.337,-2.626,-2.410,-134.160,-0.009,-0.008,0.000,2.959,0,
32.143,1.602,-0.599,1.337,-2.633,-2.397,-133.961,-0.009,-0.009,0.000,2.959,0,
32.160,1.602,-0.599,1.337,-2.640,-2.385,-133.762,-0.009,-0.009,0.000,2.959,0,
32.176,1.602,-0.600,1.337,-2.647,-2.372,-133.564,-0.009,-0.009,0.000,2.960,0,
32.193,1.602,-0.600,1.337,-2.654,-2.359,-133.365,-0.009,-0.009,0.000,2.960,0,
32.210,1.602,-0.600,1.337,-2.661,-2.347,-133.166,-0.009,-0.009,0.000,2.960,0,
32.226,1.601,-0.600,1.337,-2.668,-2.334,-132.967,-0.009,-0.009,0.000,2.960,0,
32.243,1.601,-0.600,1.337,-2.675,-2.321,-132.768,-0.009,-0.009,0.000,2.960,0,
32.260,1.601,-0.600,1.337,-2.681,-2.309,-132.569,-0.009,-0.009,0.000,2.960,0,
32.276,1.601,-0.600,1.337,-2.688,-2.296,-132.370,-0.009,-0.009,0.000,2.961,0,
32.293,1.601,-0.601,1.337,-2.695,-2.283,-132.171,-0.009,-0.009,0.000,2.961,0,
32.309,1.601,-0.601,1.337,-2.702,-2.270,-131.972,-0.009,-0.009,0.000,2.961,0,
32.326,1.600,-0.601,1.337,-2.708,-2.258,-131.773,-0.009,-0.009,0.000,2.961,0,
32.343,1.600,-0.601,1.337,-2.715,-2.245,-131.575,-0.009,-0.009,0.000,2.961,0,
32.359,1.600,-0.601,1.337,-2.731,-2.228,-131.220,-0.009,-0.009,0.000,2.961,0,
32.376,1.600,-0.601,1.337,-2.750,-2.209,-130.804,-0.006,-0.009,0.001,2.962,0,
32.393,1.600,-0.602,1.337,-2.769,-2.190,-130.387,-0.004,-0.009,0.002,2.962,0,
32.409,1.600,-0.602,1.337,-2.788,-2.171,-129.971,-0.004,-0.009,0.002,2.962,0,
32.426,1.600,-0.602,1.337,-2.807,-2.152,-129.555,-0.004,-0.009,0.002,2.962,0,
32.443,1.600,-0.602,1.337,-2.826,-2.133,-129.138,-0.004,-0.009,0.002,2.962,0,
32.459,1.600,-0.602,1.337,-2.845,-2.113,-128.722,-0.004,-0.009,0.002,2.962,0,
32.476,1.600,-0.602,1.337,-2.863,-2.094,-128.306,-0.004,-0.009,0.002,2.962,0,
32.493,1.600,-0.602,1.337,-2.881,-2.074,-127.890,-0.004,-0.009,0.002,2.962,0,
32.509,1.600,-0.603,1.337,-2.900,-2.054,-127.473,-0.004,-0.009,0.002,2.962,0,
32.526,1.600,-0.603,1.337,-2.918,-2.034,-127.057,-0.004,-0.009,0.002,2.962,0,
32.543,1.600,-0.603,1.337,-2.935,-2.014,-126.641,-0.004,-0.009,0.002,2.962,0,
32.559,1.599,-0.603,1.337,-2.953,-1.994,-126.225,-0.004,-0.009,0.002,2.963,0,
32.576,1.599,-0.603,1.337,-2.971,-1.974,-125.808,-0.004,-0.009,0.002,2.963,0,
32.593,1.599,-0.603,1.337,-2.988,-1.953,-125.392,-0.004,-0.009,0.002,2.963,0,
32.609,1.599,-0.603,1.337,-3.015,-1.907,-124.603,-0.004,-0.009,0.002,2.963,0,
32.626,1.599,-0.603,1.337,-3.041,-1.859,-123.795,-0.002,-0.007,-0.000,2.963,0,
32.643,1.599,-0.604,1.337,-3.066,-1.811,-122.986,-0.002,-0.007,-0.000,2.963,0,
32.659,1.599,-0.604,1.337,-3.091,-1.762,-122.178,-0.002,-0.007,-0.000,2.963,0,
32.676,1.599,-0.604,1.337,-3.115,-1.714,-121.370,-0.002,-0.007,-0.000,2.963,0,
32.693,1.599,-0.604,1.337,-3.139,-1.664,-120.562,-0.002,-0.007,-0.000,2.963,0,
32.709,1.599,-0.604,1.337,-3.161,-1.615,-119.754,-0.002,-0.007,-0.000,2.963,0,
32.726,1.599,-0.604,1.337,-3.184,-1.565,-118.946,-0.002,-0.007,-0.000,2.963,0,
32.743,1.599,-0.604,1.337,-3.205,-1.515,-118.138,-0.002,-0.007,-0.000,2.963,0,
32.759,1.599,-0.604,1.337,-3.225,-1.464,-117.331,-0.002,-0.007,-0.000,2.963,0,
32.776,1.599,-0.605,1.337,-3.245,-1.414,-116.523,-0.002,-0.007,-0.000,2.963,0,
32.793,1.599,-0.605,1.337,-3.265,-1.363,-115.715,-0.002,-0.007,-0.000,2.963,0,
32.809,1.599,-0.605,1.337,-3.283,-1.311,-114.907,-0.002,-0.007,-0.000,2.964,0,
32.826,1.599,-0.605,1.337,-3.301,-1.260,-114.099,-0.002,-0.007,-0.000,2.964,0,
32.843,1.599,-0.605,1.337,-3.318,-1.210,-113.325,-0.002,-0.007,-0.000,2.964,0,
32.859,1.599,-0.605,1.337,-3.336,-1.172,-112.721,-0.005,-0.006,-0.003,2.964,0,
32.876,1.599,-0.605,1.337,-3.354,-1.133,-112.117,0.005,-0.009,0.001,2.964,0,
32.893,1.599,-0.605,1.337,-3.371,-1.094,-111.512,0.002,-0.008,-0.002,2.964,0,
32.909,1.599,-0.606,1.337,-3.388,-1.055,-110.908,0.002,-0.008,-0.002,2.964,0,
32.926,1.599,-0.606,1.337,-3.404,-1.015,-110.303,0.002,-0.008,-0.002,2.964,0,
32.943,1.599,-0.606,1.337,-3.420,-0.976,-109.699,0.002,-0.008,-0.002,2.964,0,
32.959,1.599,-0.606,1.337,-3.436,-0.936,-109.095,0.002,-0.008,-0.002,2.964,0,
32.976,1.599,-0.606,1.337,-3.451,-0.897,-108.491,0.002,-0.008,-0.002,2.964,0,
32.993,1.599,-0.606,1.337,-3.466,-0.857,-107.886,0.002,-0.008,-0.002,2.964,0,
33.009,1.599,-0.606,1.337,-3.480,-0.816,-107.282,0.002,-0.008,-0.002,2.964,0,
33.026,1.599,-0.606,1.337,-3.494,-0.776,-106.678,0.002,-0.008,-0.002,2.964,0,
33.043,1.599,-0.607,1.337,-3.508,-0.736,-106.074,0.002,-0.008,-0.002,2.964,0,
33.059,1.599,-0.607,1.337,-3.521,-0.695,-105.470,0.002,-0.008,-0.002,2.964,0,
33.076,1.599,-0.607,1.337,-3.533,-0.655,-104.865,0.002,-0.008,-0.002,2.964,0,
33.093,1.599,-0.607,1.336,-3.544,-0.622,-104.383,0.002,-0.008,-0.002,2.964,0,
33.109,1.599,-0.607,1.337,-3.552,-0.610,-104.186,-0.003,-0.006,-0.006,2.964,0,
33.126,1.599,-0.607,1.337,-3.559,-0.598,-103.989,0.012,-0.005,0.003,2.963,0,
33.143,1.599,-0.607,1.336,-3.567,-0.586,-103.792,0.006,-0.004,-0.001,2.963,0,
33.159,1.600,-0.607,1.336,-3.574,-0.574,-103.595,0.006,-0.004,-0.001,2.963,0,
33.176,1.600,-0.607,1.336,-3.581,-0.562,-103.397,0.006,-0.004,-0.001,2.963,0,
33.193,1.600,-0.607,1.336,-3.589,-0.550,-103.200,0.006,-0.004,-0.001,2.963,0,
33.209,1.600,-0.607,1.336,-3.596,-0.538,-103.003,0.006,-0.004,-0.001,2.963,0,
33.226,1.600,-0.607,1.336,-3.603,-0.526,-102.806,0.006,-0.004,-0.001,2.963,0,
33.243,1.600,-0.608,1.336,-3.611,-0.513,-102.609,0.006,-0.004,-0.001,2.963,0,
33.259,1.600,-0.608,1.336,-3.618,-0.501,-102.411,0.006,-0.004,-0.001,2.963,0,
33.276,1.600,-0.608,1.336,-3.625,-0.489,-102.214,0.006,-0.004,-0.001,2.963,0,
33.293,1.600,-0.608,1.336,-3.632,-0.477,-102.017,0.006,-0.004,-0.001,2.963,0,
33.309,1.600,-0.608,1.336,-3.639,-0.464,-101.820,0.006,-0.004,-0.001,2.963,0,
33.326,1.601,-0.608,1.336,-3.646,-0.452,-101.623,0.006,-0.004,-0.001,2.962,0,
33.343,1.601,-0.608,1.336,-3.653,-0.438,-101.396,0.006,-0.004,-0.001,2.962,0,
33.359,1.601,-0.608,1.336,-3.659,-0.419,-101.043,0.007,-0.003,-0.001,2.962,0,
33.376,1.601,-0.608,1.336,-3.664,-0.400,-100.690,0.013,-0.001,0.000,2.962,0,
33.393,1.601,-0.608,1.336,-3.670,-0.380,-100.337,0.013,-0.001,0.000,2.962,0,
33.409,1.602,-0.608,1.336,-3.675,-0.361,-99.985,0.013,-0.001,0.000,2.962,0,
33.426,1.602,-0.608,1.336,-3.681,-0.342,-99.632,0.013,-0.001,0.000,2.961,0,
33.443,1.602,-0.608,1.336,-3.686,-0.322,-99.279,0.013,-0.001,0.000,2.961,0,
33.459,1.602,-0.608,1.336,-3.691,-0.303,-98.926,0.013,-0.001,0.000,2.961,0,
33.476,1.602,-0.608,1.336,-3.696,-0.283,-98.573,0.013,-0.001,0.000,2.961,0,
33.493,1.603,-0.608,1.336,-3.701,-0.264,-98.220,0.013,-0.001,0.000,2.960,0,
33.509,1.603,-0.608,1.336,-3.706,-0.244,-97.868,0.013,-0.001,0.000,2.960,0,
33.526,1.603,-0.608,1.336,-3.710,-0.225,-97.515,0.013,-0.001,0.000,2.960,0,
33.543,1.603,-0.608,1.336,-3.715,-0.205,-97.162,0.013,-0.001,0.000,2.960,0,
33.559,1.603,-0.608,1.336,-3.719,-0.185,-96.809,0.013,-0.001,0.000,2.960,0,
33.576,1.604,-0.608,1.336,-3.723,-0.166,-96.456,0.013,-0.001,0.000,2.959,0,
33.593,1.604,-0.608,1.336,-3.729,-0.149,-96.142,0.013,-0.001,0.000,2.959,0,
33.609,1.604,-0.608,1.336,-3.735,-0.141,-95.909,0.006,0.001,-0.005,2.959,0,
33.626,1.604,-0.608,1.336,-3.742,-0.132,-95.676,0.024,0.007,0.004,2.959,0,
33.643,1.605,-0.608,1.336,-3.749,-0.123,-95.443,0.016,0.006,-0.001,2.958,0,
33.659,1.605,-0.608,1.336,-3.756,-0.114,-95.210,0.016,0.006,-0.001,2.958,0,
33.676,1.605,-0.608,1.336,-3.763,-0.104,-94.977,0.016,0.006,-0.001,2.958,0,
33.692,1.606,-0.607,1.336,-3.770,-0.095,-94.744,0.016,0.006,-0.001,2.957,0,
33.709,1.606,-0.607,1.336,-3.776,-0.086,-94.511,0.016,0.006,-0.001,2.957,0,
33.726,1.606,-0.607,1.336,-3.783,-0.077,-94.278,0.016,0.006,-0.001,2.957,0,
33.742,1.606,-0.607,1.336,-3.790,-0.068,-94.046,0.016,0.006,-0.001,2.957,0,
33.759,1.607,-0.607,1.336,-3.796,-0.059,-93.813,0.016,0.006,-0.001,2.956,0,
33.776,1.607,-0.607,1.336,-3.803,-0.050,-93.580,0.016,0.006,-0.001,2.956,0,
33.792,1.607,-0.607,1.336,-3.810,-0.040,-93.347,0.016,0.006,-0.001,2.956,0,
33.809,1.607,-0.607,1.336,-3.816,-0.031,-93.114,0.016,0.006,-0.001,2.955,0,
33.826,1.608,-0.607,1.336,-3.823,-0.022,-92.881,0.016,0.006,-0.001,2.955,0,
33.842,1.608,-0.606,1.336,-3.828,-0.018,-92.734,0.016,0.006,-0.001,2.955,0,
33.859,1.608,-0.606,1.336,-3.833,-0.026,-92.784,0.011,0.008,-0.005,2.955,0,
33.876,1.609,-0.606,1.336,-3.838,-0.034,-92.835,0.024,0.011,0.003,2.954,0,
33.892,1.609,-0.606,1.336,-3.842,-0.043,-92.885,0.018,0.011,-0.002,2.954,0,
33.909,1.609,-0.606,1.336,-3.847,-0.051,-92.936,0.018,0.011,-0.002,2.954,0,
33.926,1.610,-0.605,1.336,-3.852,-0.059,-92.987,0.018,0.011,-0.002,2.953,0,
33.942,1.610,-0.605,1.336,-3.856,-0.067,-93.037,0.018,0.011,-0.002,2.953,0,
33.959,1.610,-0.605,1.336,-3.861,-0.075,-93.088,0.018,0.011,-0.002,2.953,0,
33.976,1.610,-0.605,1.336,-3.865,-0.084,-93.138,0.018,0.011,-0.002,2.952,0,
33.992,1.611,-0.605,1.336,-3.870,-0.092,-93.189,0.018,0.011,-0.002,2.952,0,
34.009,1.611,-0.605,1.336,-3.875,-0.100,-93.239,0.018,0.011,-0.002,2.952,0,
34.026,1.611,-0.604,1.336,-3.879,-0.108,-93.290,0.018,0.011,-0.002,2.951,0,
34.042,1.612,-0.604,1.336,-3.884,-0.117,-93.340,0.018,0.011,-0.002,2.951,0,
34.059,1.612,-0.604,1.336,-3.888,-0.125,-93.391,0.018,0.011,-0.002,2.951,0,
34.076,1.612,-0.604,1.336,-3.893,-0.133,-93.441,0.018,0.011,-0.002,2.950,0,
34.092,1.612,-0.604,1.336,-3.896,-0.143,-93.520,0.018,0.011,-0.002,2.950,0,
34.109,1.613,-0.603,1.336,-3.895,-0.157,-93.720,0.014,0.012,-0.004,2.950,0,
34.126,1.613,-0.603,1.336,-3.894,-0.172,-93.920,0.025,0.011,0.001,2.949,0,
34.142,1.614,-0.603,1.336,-3.893,-0.186,-94.120,0.020,0.012,-0.001,2.949,0,
34.159,1.614,-0.603,1.336,-3.892,-0.201,-94.320,0.020,0.012,-0.001,2.948,0,
34.176,1.614,-0.603,1.336,-3.890,-0.215,-94.520,0.020,0.012,-0.001,2.948,0,
34.192,1.615,-0.602,1.336,-3.889,-0.230,-94.719,0.020,0.012,-0.001,2.948,0,
34.209,1.615,-0.602,1.336,-3.888,-0.244,-94.919,0.020,0.012,-0.001,2.947,0,
34.226,1.615,-0.602,1.336,-3.886,-0.258,-95.119,0.020,0.012,-0.001,2.947,0,
34.242,1.616,-0.602,1.336,-3.885,-0.273,-95.319,0.020,0.012,-0.001,2.947,0,
34.259,1.616,-0.602,1.336,-3.883,-0.287,-95.519,0.020,0.012,-0.001,2.946,0,
34.276,1.616,-0.601,1.335,-3.882,-0.302,-95.719,0.020,0.012,-0.001,2.946,0,
34.292,1.617,-0.601,1.335,-3.880,-0.316,-95.919,0.020,0.012,-0.001,2.945,0,
34.309,1.617,-0.601,1.335,-3.878,-0.331,-96.119,0.020,0.012,-0.001,2.945,0,
34.326,1.617,-0.601,1.335,-3.877,-0.345,-96.319,0.020,0.012,-0.001,2.945,0,
34.342,1.617,-0.601,1.335,-3.876,-0.359,-96.507,0.020,0.012,-0.001,2.944,0,
34.359,1.618,-0.600,1.335,-3.876,-0.373,-96.670,0.012,0.012,-0.006,2.944,0,
34.376,1.618,-0.600,1.335,-3.877,-0.387,-96.834,0.029,0.012,0.004,2.944,0,
34.392,1.619,-0.600,1.335,-3.877,-0.401,-96.997,0.020,0.013,-0.001,2.943,0,
34.409,1.619,-0.600,1.335,-3.878,-0.415,-97.160,0.020,0.013,-0.001,2.943,0,
34.426,1.619,-0.600,1.335,-3.878,-0.429,-97.324,0.020,0.013,-0.001,2.942,0,
34.442,1.620,-0.599,1.335,-3.879,-0.443,-97.487,0.020,0.013,-0.001,2.942,0,
34.459,1.620,-0.599,1.335,-3.879,-0.457,-97.651,0.020,0.013,-0.001,2.942,0,
34.476,1.620,-0.599,1.335,-3.879,-0.471,-97.814,0.020,0.013,-0.001,2.941,0,
34.492,1.621,-0.599,1.335,-3.880,-0.485,-97.977,0.020,0.013,-0.001,2.941,0,
34.509,1.621,-0.599,1.335,-3.880,-0.499,-98.141,0.020,0.013,-0.001,2.941,0,
34.526,1.621,-0.598,1.335,-3.880,-0.513,-98.304,0.020,0.013,-0.001,2.940,0,
34.542,1.622,-0.598,1.335,-3.880,-0.527,-98.467,0.020,0.013,-0.001,2.940,0,
34.559,1.622,-0.598,1.335,-3.881,-0.541,-98.631,0.020,0.013,-0.001,2.939,0,
