datetime,simulationProfile,simulationLevel,simulationInfo,assessmentInfo
20210826T113040,"Foxtrot","ExamHover","",""
time,positionX,positionY,positionZ,attitudeX,attitudeY,attitudeZ,velocityX,velocityY,velocityZ,reference,obstacle,score[]
0.017,4.298,-0.775,1.331,21.215,4.076,8.909,1.081,2.265,0.006,0.801,0,
0.033,4.316,-0.738,1.331,21.255,4.085,8.912,1.081,2.265,0.006,0.760,0,
0.050,4.334,-0.700,1.331,21.295,4.093,8.915,1.081,2.265,0.006,0.719,0,
0.067,4.353,-0.662,1.331,21.335,4.102,8.917,1.081,2.265,0.006,0.678,0,
0.083,4.371,-0.624,1.331,21.375,4.110,8.920,1.081,2.265,0.006,0.638,0,
0.100,4.389,-0.587,1.331,21.416,4.118,8.922,1.081,2.265,0.006,0.597,0,
0.117,4.405,-0.545,1.331,21.457,4.126,8.925,1.081,2.265,0.006,0.554,0,
0.133,4.419,-0.495,1.331,21.500,4.134,8.927,0.979,2.475,0.001,0.501,0,
0.150,4.434,-0.446,1.332,21.543,4.142,8.930,0.874,3.020,0.017,0.451,0,
0.167,4.448,-0.397,1.332,21.586,4.149,8.932,0.868,2.929,0.010,0.401,0,
0.183,4.463,-0.348,1.332,21.629,4.157,8.934,0.868,2.929,0.010,0.350,0,
0.200,4.477,-0.300,1.332,21.672,4.164,8.937,0.868,2.929,0.010,0.301,0,
0.217,4.492,-0.251,1.332,21.714,4.172,8.939,0.868,2.929,0.010,0.251,0,
0.233,4.506,-0.202,1.332,21.757,4.179,8.942,0.868,2.929,0.010,0.202,0,
0.250,4.521,-0.153,1.333,21.800,4.187,8.944,0.868,2.929,0.010,0.155,0,
0.267,4.535,-0.104,1.333,21.843,4.195,8.946,0.868,2.929,0.010,0.110,0,
0.283,4.550,-0.056,1.333,21.886,4.202,8.949,0.868,2.929,0.010,0.075,0,
0.300,4.564,-0.007,1.333,21.929,4.210,8.951,0.868,2.929,0.010,0.065,0,
0.317,4.579,0.042,1.333,21.972,4.217,8.954,0.868,2.929,0.010,0.089,0,
0.333,4.593,0.091,1.333,22.014,4.225,8.956,0.868,2.929,0.010,0.130,0,
0.350,4.608,0.140,1.334,22.057,4.232,8.958,0.868,2.929,0.010,0.176,0,
0.367,4.621,0.193,1.334,22.101,4.236,8.959,0.868,2.929,0.010,0.228,0,
0.383,4.632,0.253,1.334,22.146,4.237,8.959,0.777,3.209,0.009,0.285,0,
0.400,4.643,0.312,1.334,22.191,4.238,8.959,0.665,3.556,0.008,0.343,0,
0.417,4.654,0.371,1.334,22.235,4.238,8.958,0.665,3.556,0.008,0.402,0,
0.433,4.665,0.430,1.334,22.280,4.239,8.958,0.665,3.556,0.008,0.461,0,
0.450,4.676,0.490,1.334,22.325,4.240,8.958,0.665,3.556,0.008,0.520,0,
0.467,4.687,0.549,1.335,22.369,4.240,8.957,0.665,3.556,0.008,0.580,0,
0.483,4.698,0.608,1.335,22.414,4.241,8.957,0.665,3.556,0.008,0.640,0,
0.500,4.709,0.667,1.335,22.459,4.242,8.957,0.665,3.556,0.008,0.699,0,
0.517,4.720,0.727,1.335,22.503,4.242,8.956,0.665,3.556,0.008,0.759,0,
0.533,4.731,0.786,1.335,22.548,4.243,8.956,0.665,3.556,0.008,0.819,0,
0.550,4.742,0.845,1.335,22.593,4.244,8.956,0.665,3.556,0.008,0.879,0,
0.567,4.754,0.904,1.335,22.638,4.244,8.955,0.665,3.556,0.008,0.939,0,
0.583,4.765,0.964,1.336,22.682,4.245,8.955,0.665,3.556,0.008,0.999,0,
0.600,4.776,1.023,1.336,22.727,4.246,8.955,0.665,3.556,0.008,1.059,0,
0.617,4.785,1.087,1.336,22.716,4.243,8.953,0.665,3.556,0.008,1.123,0,
0.633,4.793,1.156,1.336,22.660,4.238,8.951,0.571,3.816,0.007,1.192,0,
0.650,4.800,1.225,1.336,22.604,4.233,8.949,0.454,4.143,0.004,1.261,0,
0.667,4.808,1.294,1.336,22.548,4.228,8.947,0.454,4.143,0.004,1.330,0,
0.683,4.815,1.363,1.336,22.492,4.223,8.945,0.454,4.143,0.004,1.399,0,
0.700,4.823,1.432,1.336,22.436,4.218,8.943,0.454,4.143,0.004,1.468,0,
0.716,4.831,1.501,1.336,22.380,4.213,8.941,0.454,4.143,0.004,1.537,0,
0.733,4.838,1.570,1.336,22.324,4.208,8.939,0.454,4.143,0.004,1.606,0,
0.750,4.846,1.639,1.336,22.267,4.203,8.936,0.454,4.143,0.004,1.675,0,
0.766,4.853,1.708,1.336,22.211,4.198,8.934,0.454,4.143,0.004,1.744,0,
0.783,4.861,1.777,1.337,22.155,4.193,8.932,0.454,4.143,0.004,1.813,0,
0.800,4.868,1.846,1.337,22.099,4.188,8.930,0.454,4.143,0.004,1.882,0,
0.816,4.876,1.915,1.337,22.043,4.183,8.928,0.454,4.143,0.004,1.952,0,
0.833,4.883,1.984,1.337,21.987,4.178,8.926,0.454,4.143,0.004,2.021,0,
0.850,4.891,2.053,1.337,21.931,4.173,8.924,0.454,4.143,0.004,2.090,0,
0.866,4.897,2.126,1.337,21.419,4.165,8.921,0.454,4.143,0.004,2.162,0,
0.883,4.902,2.203,1.337,20.535,4.153,8.916,0.378,4.350,0.007,2.239,0,
0.900,4.907,2.279,1.337,19.650,4.142,8.912,0.283,4.615,0.011,2.316,0,
0.916,4.911,2.356,1.337,18.766,4.131,8.908,0.283,4.615,0.011,2.392,0,
0.933,4.916,2.433,1.338,17.882,4.120,8.904,0.283,4.615,0.011,2.469,0,
0.950,4.921,2.510,1.338,16.997,4.108,8.900,0.283,4.615,0.011,2.545,0,
0.966,4.926,2.587,1.338,16.113,4.097,8.896,0.283,4.615,0.011,2.622,0,
0.983,4.930,2.664,1.338,15.229,4.085,8.893,0.283,4.615,0.011,2.699,0,
1.000,4.935,2.741,1.338,14.344,4.074,8.889,0.283,4.615,0.011,2.775,0,
1.016,4.940,2.818,1.339,13.460,4.062,8.886,0.283,4.615,0.011,2.852,0,
1.033,4.944,2.895,1.339,12.576,4.051,8.883,0.283,4.615,0.011,2.929,0,
1.050,4.949,2.972,1.339,11.691,4.039,8.881,0.283,4.615,0.011,3.005,0,
1.066,4.954,3.049,1.339,10.807,4.027,8.878,0.283,4.615,0.011,3.082,0,
1.083,4.959,3.126,1.339,9.923,4.015,8.876,0.283,4.615,0.011,3.159,0,
1.100,4.963,3.202,1.340,9.038,4.004,8.873,0.283,4.615,0.011,3.236,0,
1.116,4.967,3.279,1.340,8.460,4.342,8.918,0.283,4.615,0.011,3.313,0,
1.133,4.970,3.352,1.340,8.252,5.104,9.019,0.237,4.622,0.008,3.385,0,
1.150,4.973,3.427,1.340,8.045,5.867,9.116,0.165,4.379,-0.005,3.459,0,
1.166,4.975,3.501,1.339,7.840,6.630,9.211,0.163,4.447,-0.003,3.533,0,
1.183,4.978,3.575,1.339,7.635,7.394,9.303,0.162,4.447,-0.003,3.607,0,
1.200,4.981,3.649,1.339,7.431,8.157,9.393,0.163,4.447,-0.003,3.680,0,
1.216,4.984,3.723,1.339,7.228,8.922,9.480,0.163,4.447,-0.003,3.754,0,
1.233,4.986,3.797,1.339,7.026,9.686,9.565,0.163,4.447,-0.003,3.828,0,
1.250,4.989,3.871,1.339,6.824,10.451,9.647,0.163,4.447,-0.003,3.902,0,
1.266,4.992,3.945,1.339,6.623,11.215,9.726,0.162,4.447,-0.003,3.976,0,
1.283,4.994,4.019,1.339,6.423,11.981,9.803,0.163,4.447,-0.003,4.050,0,
1.300,4.997,4.094,1.339,6.223,12.746,9.878,0.163,4.447,-0.003,4.124,0,
1.316,5.000,4.168,1.339,6.023,13.512,9.950,0.163,4.447,-0.003,4.198,0,
1.333,5.002,4.242,1.339,5.824,14.278,10.019,0.163,4.447,-0.003,4.271,0,
1.350,5.005,4.316,1.339,5.625,15.044,10.086,0.162,4.447,-0.003,4.345,0,
1.366,5.006,4.389,1.339,5.493,15.669,10.147,0.163,4.447,-0.003,4.419,0,
1.383,5.001,4.461,1.338,5.434,16.143,10.204,0.070,4.415,-0.009,4.489,0,
1.400,4.995,4.532,1.338,5.374,16.618,10.261,-0.328,4.280,-0.037,4.559,0,
1.416,4.990,4.604,1.337,5.316,17.093,10.317,-0.328,4.280,-0.037,4.630,0,
1.433,4.985,4.675,1.336,5.257,17.568,10.373,-0.328,4.280,-0.037,4.700,0,
1.450,4.979,4.746,1.336,5.199,18.043,10.429,-0.328,4.280,-0.037,4.770,0,
1.466,4.974,4.818,1.335,5.141,18.517,10.484,-0.328,4.280,-0.037,4.841,0,
1.483,4.968,4.889,1.334,5.083,18.992,10.539,-0.328,4.280,-0.037,4.911,0,
1.500,4.963,4.960,1.334,5.026,19.467,10.593,-0.328,4.280,-0.037,4.982,0,
1.516,4.957,5.032,1.333,4.969,19.943,10.647,-0.328,4.280,-0.037,5.052,0,
1.533,4.952,5.103,1.333,4.912,20.418,10.701,-0.328,4.280,-0.037,5.123,0,
1.550,4.946,5.174,1.332,4.856,20.893,10.755,-0.328,4.280,-0.037,5.193,0,
1.566,4.941,5.246,1.331,4.800,21.368,10.808,-0.328,4.280,-0.037,5.264,0,
1.583,4.935,5.317,1.331,4.744,21.843,10.861,-0.328,4.280,-0.037,5.335,0,
1.600,4.930,5.388,1.330,4.689,22.319,10.913,-0.328,4.280,-0.037,5.405,0,
1.616,4.920,5.458,1.330,4.632,22.607,10.947,-0.328,4.280,-0.037,5.474,0,
1.633,4.902,5.523,1.329,4.573,22.659,10.958,-0.591,4.163,-0.037,5.538,0,
1.650,4.884,5.589,1.328,4.515,22.712,10.970,-1.070,3.950,-0.036,5.602,0,
1.666,4.867,5.655,1.328,4.456,22.764,10.980,-1.070,3.950,-0.036,5.667,0,
1.683,4.849,5.721,1.327,4.398,22.816,10.991,-1.070,3.950,-0.036,5.732,0,
1.700,4.831,5.787,1.327,4.339,22.869,11.002,-1.070,3.950,-0.036,5.796,0,
1.716,4.813,5.853,1.326,4.281,22.921,11.013,-1.070,3.950,-0.036,5.861,0,
1.733,4.795,5.918,1.325,4.222,22.974,11.024,-1.070,3.950,-0.036,5.926,0,
1.750,4.777,5.984,1.325,4.164,23.026,11.035,-1.070,3.950,-0.036,5.991,0,
1.766,4.760,6.050,1.324,4.105,23.079,11.045,-1.070,3.950,-0.036,6.056,0,
1.783,4.742,6.116,1.324,4.047,23.132,11.056,-1.070,3.950,-0.036,6.121,0,
1.800,4.724,6.182,1.323,3.988,23.184,11.066,-1.070,3.950,-0.036,6.186,0,
1.816,4.706,6.248,1.322,3.929,23.237,11.077,-1.070,3.950,-0.036,6.251,0,
1.833,4.688,6.313,1.322,3.871,23.289,11.087,-1.070,3.950,-0.036,6.316,0,
1.850,4.670,6.379,1.321,3.812,23.342,11.098,-1.070,3.950,-0.036,6.382,0,
1.866,4.648,6.443,1.321,3.756,23.393,11.105,-1.070,3.950,-0.036,6.445,0,
1.883,4.618,6.503,1.320,3.703,23.442,11.108,-1.339,3.816,-0.030,6.504,0,
1.900,4.589,6.563,1.320,3.649,23.492,11.111,-1.773,3.599,-0.021,6.563,0,
1.916,4.559,6.623,1.320,3.596,23.541,11.114,-1.773,3.599,-0.021,6.623,0,
1.933,4.530,6.683,1.319,3.543,23.591,11.117,-1.773,3.599,-0.021,6.683,0,
1.950,4.500,6.743,1.319,3.489,23.640,11.120,-1.773,3.599,-0.021,6.743,0,
1.966,4.471,6.803,1.319,3.436,23.690,11.123,-1.773,3.599,-0.021,6.803,0,
1.983,4.441,6.863,1.318,3.382,23.739,11.126,-1.773,3.599,-0.021,6.863,0,
2.000,4.412,6.923,1.318,3.329,23.789,11.129,-1.773,3.599,-0.021,6.923,0,
2.016,4.382,6.983,1.318,3.275,23.838,11.132,-1.773,3.599,-0.021,6.984,0,
2.033,4.352,7.043,1.317,3.222,23.888,11.134,-1.773,3.599,-0.021,7.044,0,
2.049,4.323,7.103,1.317,3.168,23.937,11.137,-1.773,3.599,-0.021,7.105,0,
2.066,4.293,7.163,1.316,3.115,23.987,11.140,-1.773,3.599,-0.021,7.166,0,
2.083,4.264,7.223,1.316,3.061,24.036,11.142,-1.773,3.599,-0.021,7.227,0,
2.099,4.234,7.283,1.316,3.008,24.086,11.145,-1.773,3.599,-0.021,7.288,0,
2.116,4.202,7.340,1.315,2.956,24.138,11.145,-1.773,3.599,-0.021,7.346,0,
2.133,4.160,7.393,1.315,2.907,24.193,11.144,-1.959,3.443,-0.016,7.401,0,
2.149,4.120,7.447,1.315,2.857,24.249,11.142,-2.489,3.195,-0.009,7.456,0,
2.166,4.080,7.500,1.315,2.808,24.304,11.140,-2.417,3.199,-0.009,7.512,0,
2.183,4.039,7.553,1.315,2.758,24.359,11.138,-2.417,3.199,-0.009,7.567,0,
2.199,3.999,7.607,1.315,2.708,24.414,11.136,-2.417,3.199,-0.009,7.623,0,
2.216,3.959,7.660,1.315,2.659,24.469,11.134,-2.417,3.199,-0.009,7.679,0,
2.233,3.918,7.713,1.314,2.609,24.524,11.132,-2.417,3.199,-0.009,7.735,0,
2.249,3.878,7.767,1.314,2.559,24.579,11.130,-2.417,3.199,-0.009,7.792,0,
2.266,3.838,7.820,1.314,2.510,24.635,11.128,-2.417,3.199,-0.009,7.848,0,
2.283,3.798,7.873,1.314,2.460,24.690,11.126,-2.417,3.199,-0.009,7.905,0,
2.299,3.757,7.927,1.314,2.410,24.745,11.124,-2.417,3.199,-0.009,7.961,0,
2.316,3.717,7.980,1.314,2.360,24.800,11.122,-2.417,3.199,-0.009,8.018,0,
2.333,3.677,8.033,1.314,2.311,24.855,11.119,-2.417,3.199,-0.009,8.075,0,
2.349,3.636,8.087,1.313,2.261,24.910,11.117,-2.417,3.199,-0.009,8.133,0,
2.366,3.594,8.139,1.313,2.217,24.956,11.114,-2.417,3.199,-0.009,8.189,0,
2.383,3.542,8.187,1.313,2.178,24.993,11.112,-2.565,3.135,-0.007,8.243,0,
2.399,3.490,8.236,1.313,2.139,25.031,11.109,-3.111,2.900,0.000,8.297,0,
2.416,3.438,8.284,1.313,2.101,25.068,11.106,-3.111,2.900,0.000,8.352,0,
2.433,3.386,8.332,1.313,2.062,25.105,11.104,-3.111,2.899,0.000,8.406,0,
2.449,3.334,8.381,1.313,2.023,25.142,11.101,-3.114,2.903,0.000,8.461,0,
2.466,3.283,8.429,1.313,1.985,25.180,11.098,-3.111,2.900,0.000,8.516,0,
2.483,3.231,8.477,1.313,1.946,25.217,11.095,-3.111,2.900,0.000,8.572,0,
2.499,3.179,8.526,1.313,1.907,25.254,11.093,-3.111,2.900,0.000,8.627,0,
2.516,3.127,8.574,1.313,1.868,25.291,11.090,-3.111,2.900,0.000,8.683,0,
2.533,3.075,8.622,1.313,1.829,25.328,11.087,-3.111,2.900,0.000,8.739,0,
2.549,3.023,8.671,1.313,1.791,25.366,11.084,-3.111,2.900,0.000,8.795,0,
2.566,2.971,8.719,1.313,1.752,25.403,11.081,-3.111,2.900,0.000,8.852,0,
2.583,2.920,8.767,1.313,1.713,25.440,11.078,-3.111,2.900,0.000,8.909,0,
2.599,2.868,8.816,1.313,1.674,25.477,11.075,-3.111,2.900,0.000,8.965,0,
2.616,2.813,8.862,1.313,1.633,25.161,11.062,-3.111,2.900,0.000,9.021,0,
2.633,2.753,8.904,1.314,1.588,24.236,11.033,-3.256,2.793,0.006,9.074,0,
2.649,2.693,8.947,1.314,1.544,23.312,11.004,-3.602,2.535,0.020,9.127,0,
2.666,2.633,8.989,1.314,1.501,22.387,10.977,-3.602,2.535,0.020,9.181,0,
2.683,2.573,9.031,1.315,1.458,21.463,10.950,-3.602,2.535,0.020,9.234,0,
2.699,2.513,9.073,1.315,1.416,20.538,10.925,-3.602,2.535,0.020,9.288,0,
2.716,2.453,9.116,1.315,1.375,19.613,10.900,-3.602,2.535,0.020,9.343,0,
2.733,2.393,9.158,1.316,1.335,18.689,10.876,-3.602,2.535,0.020,9.397,0,
2.749,2.333,9.200,1.316,1.295,17.764,10.853,-3.602,2.535,0.020,9.452,0,
2.766,2.273,9.242,1.316,1.256,16.840,10.830,-3.602,2.535,0.020,9.507,0,
2.783,2.213,9.285,1.317,1.217,15.915,10.809,-3.602,2.535,0.020,9.562,0,
2.799,2.153,9.327,1.317,1.179,14.990,10.788,-3.602,2.535,0.020,9.618,0,
2.816,2.093,9.369,1.317,1.141,14.066,10.768,-3.602,2.535,0.020,9.673,0,
2.833,2.033,9.411,1.318,1.104,13.141,10.748,-3.602,2.535,0.020,9.729,0,
2.849,1.973,9.454,1.318,1.067,12.216,10.730,-3.602,2.535,0.020,9.786,0,
2.866,1.913,9.494,1.318,0.604,11.609,10.714,-3.602,2.535,0.020,9.840,0,
2.883,1.853,9.531,1.319,-0.421,11.422,10.704,-3.607,2.424,0.020,9.892,0,
2.899,1.792,9.568,1.319,-1.445,11.234,10.697,-3.615,2.215,0.019,9.944,0,
2.916,1.732,9.605,1.319,-2.469,11.046,10.694,-3.615,2.215,0.019,9.996,0,
2.933,1.672,9.642,1.320,-3.492,10.857,10.694,-3.615,2.215,0.019,10.048,0,
2.949,1.611,9.679,1.320,-4.514,10.669,10.698,-3.615,2.215,0.019,10.100,0,
2.966,1.551,9.715,1.320,-5.536,10.482,10.705,-3.615,2.215,0.019,10.153,0,
2.983,1.491,9.752,1.321,-6.557,10.294,10.715,-3.615,2.215,0.019,10.206,0,
2.999,1.431,9.789,1.321,-7.578,10.106,10.729,-3.615,2.215,0.019,10.259,0,
3.016,1.370,9.826,1.321,-8.598,9.919,10.746,-3.615,2.215,0.019,10.313,0,
3.033,1.310,9.863,1.322,-9.618,9.732,10.767,-3.615,2.215,0.019,10.366,0,
3.049,1.250,9.900,1.322,-10.637,9.545,10.791,-3.615,2.215,0.019,10.420,0,
3.066,1.190,9.937,1.322,-11.655,9.359,10.818,-3.615,2.215,0.019,10.474,0,
3.083,1.129,9.974,1.322,-12.674,9.173,10.849,-3.615,2.215,0.019,10.528,0,
3.099,1.069,10.011,1.323,-13.691,8.988,10.883,-3.615,2.215,0.019,10.582,0,
3.116,1.010,10.044,1.323,-14.451,8.863,10.912,-3.615,2.215,0.019,10.633,0,
3.133,0.954,10.068,1.323,-14.783,8.836,10.931,-3.538,1.980,0.010,10.674,0,
3.149,0.898,10.091,1.323,-15.115,8.810,10.949,-3.359,1.431,-0.010,10.715,0,
3.166,0.842,10.115,1.322,-15.446,8.783,10.967,-3.359,1.431,-0.010,10.756,0,
3.183,0.786,10.139,1.322,-15.778,8.756,10.986,-3.359,1.431,-0.010,10.798,0,
3.199,0.730,10.163,1.322,-16.110,8.730,11.005,-3.359,1.431,-0.010,10.840,0,
3.216,0.674,10.187,1.322,-16.441,8.704,11.024,-3.359,1.431,-0.010,10.882,0,
3.233,0.618,10.211,1.322,-16.773,8.678,11.043,-3.359,1.431,-0.010,10.924,0,
3.249,0.562,10.235,1.322,-17.105,8.651,11.062,-3.359,1.431,-0.010,10.966,0,
3.266,0.506,10.258,1.322,-17.436,8.625,11.081,-3.359,1.431,-0.010,11.008,0,
3.283,0.450,10.282,1.321,-17.768,8.600,11.101,-3.359,1.431,-0.010,11.051,0,
3.299,0.394,10.306,1.321,-18.099,8.574,11.120,-3.359,1.431,-0.010,11.094,0,
3.316,0.338,10.330,1.321,-18.431,8.548,11.140,-3.359,1.431,-0.010,11.137,0,
3.333,0.282,10.354,1.321,-18.762,8.523,11.160,-3.359,1.431,-0.010,11.180,0,
3.349,0.226,10.378,1.321,-19.094,8.497,11.180,-3.359,1.431,-0.010,11.223,0,
3.366,0.172,10.396,1.321,-19.308,8.465,11.200,-3.359,1.431,-0.010,11.261,0,
3.383,0.120,10.405,1.320,-19.369,8.423,11.221,-3.269,1.124,-0.011,11.290,0,
3.399,0.069,10.415,1.320,-19.430,8.381,11.242,-3.101,0.549,-0.014,11.318,0,
3.416,0.017,10.424,1.320,-19.492,8.339,11.262,-3.101,0.549,-0.014,11.347,0,
3.433,-0.035,10.433,1.320,-19.553,8.298,11.283,-3.101,0.549,-0.014,11.376,0,
3.449,-0.086,10.442,1.319,-19.614,8.256,11.304,-3.101,0.549,-0.014,11.405,0,
3.466,-0.138,10.451,1.319,-19.676,8.214,11.325,-3.101,0.549,-0.014,11.434,0,
3.482,-0.190,10.460,1.319,-19.737,8.172,11.346,-3.101,0.549,-0.014,11.464,0,
3.499,-0.242,10.469,1.319,-19.799,8.131,11.367,-3.101,0.549,-0.014,11.493,0,
3.516,-0.293,10.479,1.318,-19.860,8.089,11.388,-3.101,0.549,-0.014,11.523,0,
3.532,-0.345,10.488,1.318,-19.922,8.048,11.409,-3.101,0.549,-0.014,11.553,0,
3.549,-0.397,10.497,1.318,-19.983,8.006,11.430,-3.101,0.549,-0.014,11.583,0,
3.566,-0.448,10.506,1.318,-20.044,7.964,11.451,-3.101,0.549,-0.014,11.613,0,
3.582,-0.500,10.515,1.318,-20.106,7.923,11.472,-3.101,0.549,-0.014,11.643,0,
3.599,-0.552,10.524,1.317,-20.167,7.881,11.493,-3.101,0.549,-0.014,11.674,0,
3.616,-0.601,10.528,1.317,-20.220,7.833,11.514,-3.101,0.549,-0.014,11.699,0,
3.632,-0.648,10.523,1.317,-20.263,7.777,11.533,-2.988,0.218,-0.011,11.714,0,
3.649,-0.695,10.517,1.317,-20.306,7.722,11.553,-2.803,-0.322,-0.007,11.730,0,
3.666,-0.742,10.512,1.317,-20.349,7.666,11.573,-2.803,-0.322,-0.007,11.746,0,
3.682,-0.788,10.506,1.317,-20.393,7.611,11.593,-2.803,-0.322,-0.007,11.762,0,
3.699,-0.835,10.501,1.317,-20.436,7.555,11.613,-2.803,-0.322,-0.007,11.779,0,
3.716,-0.882,10.496,1.316,-20.479,7.500,11.633,-2.803,-0.322,-0.007,11.795,0,
3.732,-0.928,10.490,1.316,-20.522,7.444,11.653,-2.803,-0.322,-0.007,11.812,0,
3.749,-0.975,10.485,1.316,-20.565,7.389,11.673,-2.803,-0.322,-0.007,11.829,0,
3.766,-1.022,10.480,1.316,-20.608,7.333,11.693,-2.803,-0.322,-0.007,11.845,0,
3.782,-1.069,10.474,1.316,-20.652,7.278,11.713,-2.803,-0.322,-0.007,11.863,0,
3.799,-1.115,10.469,1.316,-20.695,7.222,11.733,-2.803,-0.322,-0.007,11.880,0,
3.816,-1.162,10.464,1.316,-20.738,7.167,11.754,-2.803,-0.322,-0.007,11.897,0,
3.832,-1.209,10.458,1.316,-20.781,7.112,11.774,-2.803,-0.322,-0.007,11.915,0,
3.849,-1.255,10.453,1.316,-20.825,7.056,11.794,-2.803,-0.322,-0.007,11.933,0,
3.866,-1.300,10.441,1.315,-20.854,7.004,11.812,-2.803,-0.322,-0.007,11.943,0,
3.882,-1.341,10.421,1.316,-20.875,6.954,11.827,-2.646,-0.730,-0.003,11.946,0,
3.899,-1.382,10.401,1.316,-20.896,6.905,11.843,-2.473,-1.176,0.001,11.949,0,
3.916,-1.423,10.382,1.316,-20.917,6.855,11.859,-2.473,-1.176,0.001,11.953,0,
3.932,-1.464,10.362,1.316,-20.938,6.805,11.874,-2.473,-1.176,0.001,11.956,0,
3.949,-1.506,10.343,1.316,-20.959,6.755,11.890,-2.473,-1.176,0.001,11.960,0,
3.966,-1.547,10.323,1.316,-20.980,6.706,11.906,-2.473,-1.176,0.001,11.964,0,
3.982,-1.588,10.303,1.316,-21.001,6.656,11.921,-2.473,-1.176,0.001,11.968,0,
3.999,-1.629,10.284,1.316,-21.022,6.606,11.937,-2.473,-1.176,0.001,11.972,0,
4.016,-1.671,10.264,1.316,-21.042,6.556,11.953,-2.473,-1.176,0.001,11.976,0,
4.032,-1.712,10.245,1.316,-21.063,6.507,11.968,-2.473,-1.176,0.001,11.981,0,
4.049,-1.753,10.225,1.316,-21.084,6.457,11.984,-2.473,-1.176,0.001,11.985,0,
4.066,-1.794,10.205,1.316,-21.105,6.407,12.000,-2.473,-1.176,0.001,11.990,0,
4.082,-1.835,10.186,1.316,-21.126,6.357,12.016,-2.473,-1.176,0.001,11.995,0,
4.099,-1.877,10.166,1.316,-21.147,6.308,12.032,-2.473,-1.176,0.001,12.001,0,
4.116,-1.915,10.140,1.316,-21.157,6.265,12.045,-2.473,-1.176,0.001,11.999,0,
4.132,-1.951,10.107,1.316,-21.159,6.226,12.057,-2.316,-1.557,0.003,11.990,0,
4.149,-1.986,10.074,1.316,-21.160,6.188,12.070,-2.132,-1.999,0.005,11.981,0,
4.166,-2.022,10.040,1.316,-21.162,6.150,12.082,-2.132,-1.999,0.005,11.973,0,
4.182,-2.057,10.007,1.316,-21.163,6.111,12.094,-2.132,-1.999,0.005,11.964,0,
4.199,-2.093,9.974,1.316,-21.165,6.073,12.106,-2.132,-1.999,0.005,11.956,0,
4.216,-2.129,9.940,1.316,-21.166,6.035,12.118,-2.132,-1.999,0.005,11.948,0,
4.232,-2.164,9.907,1.316,-21.168,5.996,12.130,-2.132,-1.999,0.005,11.940,0,
4.249,-2.200,9.874,1.316,-21.169,5.958,12.143,-2.132,-1.999,0.005,11.932,0,
4.266,-2.235,9.840,1.317,-21.171,5.919,12.155,-2.132,-1.999,0.005,11.925,0,
4.282,-2.271,9.807,1.317,-21.172,5.881,12.167,-2.132,-1.999,0.005,11.917,0,
4.299,-2.306,9.774,1.317,-21.174,5.843,12.179,-2.132,-1.999,0.005,11.910,0,
4.316,-2.342,9.740,1.317,-21.176,5.804,12.191,-2.132,-1.999,0.005,11.903,0,
4.332,-2.377,9.707,1.317,-21.177,5.766,12.203,-2.132,-1.999,0.005,11.897,0,
4.349,-2.413,9.674,1.317,-21.179,5.728,12.215,-2.132,-1.999,0.005,11.890,0,
4.366,-2.446,9.635,1.317,-21.179,5.695,12.227,-2.132,-1.999,0.005,11.877,0,
4.382,-2.476,9.589,1.317,-21.179,5.667,12.239,-1.977,-2.342,0.006,11.858,0,
4.399,-2.505,9.543,1.317,-21.179,5.639,12.250,-1.788,-2.758,0.008,11.838,0,
4.416,-2.535,9.497,1.317,-21.179,5.611,12.262,-1.788,-2.758,0.008,11.819,0,
4.432,-2.565,9.451,1.318,-21.179,5.583,12.273,-1.788,-2.758,0.008,11.800,0,
4.449,-2.595,9.405,1.318,-21.179,5.555,12.285,-1.788,-2.758,0.008,11.781,0,
4.466,-2.625,9.359,1.318,-21.179,5.527,12.296,-1.788,-2.758,0.008,11.762,0,
4.482,-2.654,9.313,1.318,-21.179,5.499,12.308,-1.788,-2.758,0.008,11.744,0,
4.499,-2.684,9.267,1.318,-21.179,5.471,12.320,-1.788,-2.758,0.008,11.726,0,
4.516,-2.714,9.221,1.318,-21.179,5.443,12.331,-1.788,-2.758,0.008,11.708,0,
4.532,-2.744,9.175,1.318,-21.179,5.415,12.343,-1.788,-2.758,0.008,11.690,0,
4.549,-2.774,9.129,1.318,-21.179,5.387,12.354,-1.788,-2.758,0.008,11.673,0,
4.566,-2.803,9.083,1.319,-21.179,5.359,12.366,-1.788,-2.758,0.008,11.655,0,
4.582,-2.833,9.037,1.319,-21.179,5.331,12.377,-1.788,-2.758,0.008,11.638,0,
4.599,-2.863,8.991,1.319,-21.179,5.304,12.389,-1.788,-2.758,0.008,11.621,0,
4.616,-2.890,8.940,1.319,-21.181,5.281,12.400,-1.788,-2.758,0.008,11.599,0,
4.632,-2.914,8.883,1.319,-21.186,5.263,12.411,-1.633,-3.068,0.008,11.570,0,
4.649,-2.938,8.825,1.319,-21.190,5.246,12.422,-1.439,-3.452,0.008,11.542,0,
4.666,-2.962,8.768,1.319,-21.195,5.228,12.433,-1.439,-3.452,0.008,11.513,0,
4.682,-2.986,8.710,1.320,-21.199,5.210,12.444,-1.439,-3.452,0.008,11.485,0,
4.699,-3.010,8.652,1.320,-21.204,5.192,12.455,-1.439,-3.452,0.008,11.457,0,
